p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
7,7,100,7.100.a.b,-25,2,27,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,100,7.100.a.b,-32,2,34,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,100,7.100.a.b,-12,2,14,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-22,0,22,5,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,100,7.100.a.b,-15,2,17,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-30,1,31,5,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,98,7.98.a.a,-14,1,15,5,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,100,7.100.a.b,-35,2,37,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-10,0,10,5,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,98,7.98.a.a,-34,0,34,5,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,100,7.100.a.b,-29,2,31,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-36,1,37,5,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,100,7.100.a.b,-9,2,11,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-16,1,17,5,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,98,7.98.a.a,-8,1,9,5,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,98,7.98.a.a,-28,1,29,5,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,98,7.98.a.a,-20,1,21,5,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,98,7.98.a.a,-4,0,4,5,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,98,7.98.a.a,-24,1,25,5,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,98,7.98.a.a,-15,0,15,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-35,-1,34,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-29,0,29,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-9,-1,8,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-12,-1,11,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-32,-1,31,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-21,0,21,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-23,0,23,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-3,-1,2,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-19,0,19,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-25,0,25,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.a,-5,-1,4,5,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,104,7.104.a.b,-38,0,38,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,104,7.104.a.b,-17,1,18,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,104,7.104.a.b,-7,1,8,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,104,7.104.a.b,-27,1,28,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,104,7.104.a.b,-20,2,22,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,104,7.104.a.b,-4,2,6,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,104,7.104.a.b,-24,2,26,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,104,7.104.a.b,-22,3,25,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,112,7.112.a.a,-37,2,39,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,104,7.104.a.b,-2,-1,1,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,104,7.104.a.b,-33,3,36,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,112,7.112.a.a,-8,3,11,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,104,7.104.a.b,-31,2,33,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,104,7.104.a.b,-13,2,15,-4,-1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,112,7.112.a.a,-16,1,17,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,104,7.104.a.b,-11,3,14,-4,-1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,104,7.104.a.b,-22,3,25,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-28,1,29,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,104,7.104.a.b,-2,0,2,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-22,3,25,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,104,7.104.a.b,-22,3,25,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,104,7.104.a.b,-18,1,19,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-3,1,4,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,104,7.104.a.b,-39,0,39,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,104,7.104.a.b,-26,1,27,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-24,3,27,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,104,7.104.a.b,-6,1,7,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,104,7.104.a.b,-29,1,30,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-41,0,41,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,104,7.104.a.b,-9,2,11,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-20,3,23,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,104,7.104.a.b,-15,1,16,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,104,7.104.a.b,-35,2,37,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-14,3,17,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,104,7.104.a.b,-12,2,14,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,104,7.104.a.b,-32,2,34,-4,-1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-35,0,35,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,112,7.112.a.a,-30,3,33,-3,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,112,7.112.a.a,-10,1,11,-3,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,112,7.112.a.a,-12,2,14,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-32,2,34,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-9,2,11,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-15,1,16,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-36,1,37,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-29,1,30,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-2,1,3,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-23,1,24,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-42,0,42,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-21,1,22,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.a,-25,1,26,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,94,7.94.a.b,-7,1,8,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,94,7.94.a.b,-17,2,19,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,112,7.112.a.a,-19,1,20,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,94,7.94.a.b,-27,2,29,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,94,7.94.a.b,0,2,2,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,94,7.94.a.b,-22,0,22,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,112,7.112.a.a,-4,1,5,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-10,2,12,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,94,7.94.a.b,-4,1,5,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,94,7.94.a.b,-24,1,25,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,102,7.102.a.a,-14,3,17,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,112,7.112.a.a,-40,0,40,-3,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,94,7.94.a.b,-20,1,21,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,102,7.102.a.a,-34,2,36,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,94,7.94.a.b,-31,1,32,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,102,7.102.a.a,-30,3,33,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,94,7.94.a.b,-11,0,11,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,102,7.102.a.a,-22,3,25,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,94,7.94.a.b,-13,1,14,8,1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,102,7.102.a.a,-27,1,28,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,94,7.94.a.b,-33,0,33,8,1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,102,7.102.a.a,-38,1,39,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,94,7.94.a.b,-32,-1,31,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-17,1,18,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,94,7.94.a.b,-12,-1,11,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-7,2,9,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,94,7.94.a.b,-15,0,15,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-4,2,6,5,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,94,7.94.a.b,-35,-1,34,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-20,3,23,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,94,7.94.a.b,-29,0,29,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-24,3,27,5,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,94,7.94.a.b,-9,-1,8,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-12,2,14,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,94,7.94.a.b,-22,-1,21,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-32,2,34,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,94,7.94.a.b,-22,-1,21,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-26,1,27,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,94,7.94.a.b,-1,1,2,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,94,7.94.a.b,-6,0,6,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-6,1,7,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,94,7.94.a.b,-26,1,27,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-18,1,19,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,94,7.94.a.b,-18,1,19,8,1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-39,0,39,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-9,2,11,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-35,2,37,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-29,1,30,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-15,1,16,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-21,2,23,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-3,1,4,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,102,7.102.a.a,-23,2,25,5,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,108,7.108.a.b,-11,3,14,-4,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,108,7.108.a.b,-13,1,14,-4,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,108,7.108.a.b,-33,3,36,-4,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,116,7.116.a.a,-17,3,20,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,108,7.108.a.b,-31,1,32,-4,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,108,7.108.a.b,-22,3,25,-4,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,116,7.116.a.a,-6,3,9,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,108,7.108.a.b,-2,-1,1,-4,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,116,7.116.a.a,-27,3,30,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,108,7.108.a.b,-7,1,8,-4,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,108,7.108.a.b,-27,1,28,-4,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,116,7.116.a.a,-38,3,41,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,108,7.108.a.b,-38,0,38,-4,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,116,7.116.a.a,-41,1,42,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,108,7.108.a.b,-17,1,18,-4,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,116,7.116.a.a,-20,4,24,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,108,7.108.a.b,-24,1,25,-4,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,108,7.108.a.b,-41,0,41,-4,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,116,7.116.a.a,-3,2,5,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,108,7.108.a.b,-3,1,4,-4,-1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,116,7.116.a.a,-24,4,28,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,108,7.108.a.b,-20,1,21,-4,-1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,116,7.116.a.a,-43,4,47,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,108,7.108.a.b,-32,2,34,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,108,7.108.a.b,-12,2,14,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-22,1,23,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,108,7.108.a.b,-39,0,39,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-14,4,18,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,108,7.108.a.b,-26,1,27,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,108,7.108.a.b,-6,1,7,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-10,2,12,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,108,7.108.a.b,-18,1,19,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-35,1,36,-3,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,108,7.108.a.b,-9,2,11,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-30,4,34,-3,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,108,7.108.a.b,-36,1,37,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,108,7.108.a.b,-29,1,30,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-12,1,13,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,108,7.108.a.b,-15,1,16,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-33,0,33,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,108,7.108.a.b,-22,3,25,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-23,2,25,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,108,7.108.a.b,-22,3,25,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,108,7.108.a.b,-2,0,2,-4,-1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-42,1,43,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-2,2,4,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-21,2,23,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-5,2,7,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-18,2,20,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-39,1,40,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,116,7.116.a.a,-26,2,28,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-25,2,27,5,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,98,7.98.a.b,-22,0,22,8,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,116,7.116.a.a,-29,2,31,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.b,1,7,6,8,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,106,7.106.a.a,-40,0,40,5,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,98,7.98.a.b,-30,1,31,8,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,116,7.116.a.a,-9,0,9,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.b,-14,1,15,8,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,106,7.106.a.a,-19,2,21,5,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,98,7.98.a.b,-10,0,10,8,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,98,7.98.a.b,-34,0,34,8,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,116,7.116.a.a,-15,2,17,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-5,1,6,5,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,98,7.98.a.b,-36,1,37,8,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,98,7.98.a.b,-16,1,17,8,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,106,7.106.a.a,-11,3,14,5,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,116,7.116.a.a,-36,0,36,-3,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.b,-8,1,9,8,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,106,7.106.a.a,-13,2,15,5,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,98,7.98.a.b,-28,1,29,8,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,98,7.98.a.b,-20,1,21,8,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,106,7.106.a.a,-33,3,36,5,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,98,7.98.a.b,-4,0,4,8,1,2:[1:4];3:[1:4];5:[1:6],1,1
7,7,98,7.98.a.b,-24,1,25,8,1,2:[1:4];3:[1:3];5:[1:1],1,1
7,7,106,7.106.a.a,-31,2,33,5,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,98,7.98.a.b,-15,0,15,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.b,-35,-1,34,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-17,1,18,5,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,98,7.98.a.b,-29,0,29,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-27,1,28,5,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,98,7.98.a.b,-9,-1,8,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.b,-12,-1,11,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-38,1,39,5,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,98,7.98.a.b,-32,-1,31,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.b,-21,0,21,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-7,2,9,5,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,98,7.98.a.b,-23,0,23,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.b,-3,-1,2,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-22,3,25,5,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,98,7.98.a.b,-19,0,19,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.b,-25,0,25,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-12,2,14,5,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,98,7.98.a.b,-5,-1,4,8,1,2:[1:6];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-32,2,34,5,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-37,0,37,5,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-28,0,28,5,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-8,1,9,5,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-16,0,16,5,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-22,2,24,5,-1,2:[1:5];3:[1:0];5:[1:0],1,2
7,7,106,7.106.a.a,-2,0,2,5,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-6,1,7,5,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-39,0,39,5,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-26,0,26,5,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,106,7.106.a.a,-18,0,18,5,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,120,7.120.a.a,-43,4,47,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,120,7.120.a.a,-22,1,23,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,112,7.112.a.b,-37,0,37,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,120,7.120.a.a,-6,3,9,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,112,7.112.a.b,-8,1,9,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,120,7.120.a.a,-27,3,30,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,112,7.112.a.b,-16,1,17,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,120,7.120.a.a,-38,2,40,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,112,7.112.a.b,-28,1,29,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,120,7.120.a.a,-17,3,20,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,112,7.112.a.b,-2,-1,1,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,120,7.120.a.a,-25,4,29,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,112,7.112.a.b,-22,3,25,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,120,7.120.a.a,-40,2,42,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,112,7.112.a.b,-3,1,4,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,120,7.120.a.a,-4,2,6,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,112,7.112.a.b,-24,1,25,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,120,7.120.a.a,-19,4,23,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,112,7.112.a.b,-41,0,41,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,120,7.120.a.a,-11,0,11,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,112,7.112.a.b,-20,1,21,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,120,7.120.a.a,-13,3,16,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,112,7.112.a.b,-14,1,15,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,120,7.120.a.a,-34,0,34,-3,1,2:[1:2];3:[1:6];5:[1:4],1,1
7,7,112,7.112.a.b,-35,0,35,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,120,7.120.a.a,-32,2,34,-3,1,2:[1:2];3:[1:1];5:[1:3],1,1
7,7,112,7.112.a.b,-30,1,31,-4,-1,2:[1:1];3:[1:2];5:[1:5],1,1
7,7,120,7.120.a.a,-33,0,33,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.b,-10,1,11,-4,-1,2:[1:1];3:[1:5];5:[1:2],1,1
7,7,120,7.120.a.a,-12,1,13,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.b,-12,2,14,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,120,7.120.a.a,-26,3,29,-3,1,2:[1:3];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.b,-32,2,34,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
7,7,112,7.112.a.b,-9,2,11,-4,-1,2:[1:5];3:[1:0];5:[1:0],1,1
